,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
731,Kansas St,35,UCLA,17,0
732,Florida St,42,Southern Miss,13,0
733,Iowa,27,Boston College,20,0
734,Purdue,38,Arizona,35,0
735,Texas,33,Missouri,16,0
736,Navy,49,Virginia,7,1
737,Oklahoma St,30,Virginia Tech,21,0
738,TCU,39,Stanford,37,0
739,Michigan St,42,Washington St,17,0
740,Wake Forest,55,Texas A&M,52,0
741,NC State,52,Arizona St,31,0
742,Northwestern,24,Kentucky,23,0
743,New Mexico St,26,Utah St,20,0
744,Ohio St,24,USC,7,0
745,Mississippi St,31,Louisville,27,0
746,Memphis,20,Iowa St,21,1
747,Penn St,35,Washington,28,0
748,Miami FL,24,Wisconsin,34,1
749,South Carolina,26,Michigan,19,0
750,UCF,34,Auburn,27,0
751,Notre Dame,21,LSU,17,0
752,Georgia,54,Oklahoma,48,0
753,Alabama,24,Clemson,6,0
754,Alabama,26,Georgia,23,0
