,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
178,Troy,52,New Mexico St,6,1
179,WKU,30,Vanderbilt,31,1
180,Texas St,3,Houston,64,1
181,Auburn,18,LSU,13,1
182,Baylor,35,Oklahoma St,24,1
183,Utah St,20,Air Force,27,1
184,Arizona,28,Washington,35,1
185,Arizona St,51,California,41,1
186,Oregon,38,Colorado,41,1
187,Oregon St,24,Boise St,38,1
188,UCLA,13,Stanford,22,1
189,Fresno St,41,Tulsa,48,1
190,Houston,42,Connecticut,14,1
191,Texas Tech,55,Kansas,19,1
192,BYU,55,Toledo,53,1
193,Washington,44,Stanford,6,1
194,Appalachian St,17,Georgia St,3,1
195,Ball St,24,N Illinois,31,1
196,Boston College,35,Buffalo,3,1
197,Bowling Green,25,E Michigan,28,1
198,C Michigan,10,W Michigan,49,1
199,Charlotte,17,Old Dominion,52,1
200,Cincinnati,20,South Florida,45,1
201,Clemson,42,Louisville,36,1
202,Duke,20,Virginia,34,1
203,East Carolina,29,UCF,47,1
204,Florida Intl,33,FL Atlantic,31,1
205,Georgia Tech,21,Miami FL,35,1
206,Kent,27,Akron,31,1
207,Maryland,50,Purdue,7,1
208,Massachusetts,24,Tulane,31,1
209,Miami OH,7,Ohio,17,1
210,NC State,33,Wake Forest,16,1
211,Ohio St,58,Rutgers,0,1
212,Penn St,29,Minnesota,26,1
213,Pittsburgh,43,Marshall,27,1
214,South Carolina,13,Texas A&M,24,1
215,Temple,45,SMU,20,1
216,West Virginia,17,Kansas St,16,1
217,Indiana,24,Michigan St,21,1
218,Notre Dame,50,Syracuse,33,0
219,Florida St,35,North Carolina,37,1
220,Michigan,14,Wisconsin,7,1
221,Georgia,31,Tennessee,34,1
222,Alabama,34,Kentucky,6,1
223,Auburn,58,ULM,7,1
224,LSU,42,Missouri,7,1
225,Louisiana Tech,28,UTEP,7,1
226,Nebraska,31,Illinois,16,1
227,North Texas,13,MTSU,30,1
228,Oklahoma St,49,Texas,31,1
229,Mississippi,48,Memphis,28,1
230,South Alabama,42,San Diego St,24,1
231,Southern Miss,44,Rice,28,1
232,TCU,46,Oklahoma,52,1
233,Iowa St,42,Baylor,45,1
234,Iowa,31,Northwestern,38,1
235,Vanderbilt,6,Florida,13,1
236,Boise St,21,Utah St,10,1
237,Colorado,47,Oregon St,6,1
238,Colorado St,17,Wyoming,38,1
239,New Mexico,48,San Jose St,41,1
240,UCLA,45,Arizona,24,1
241,USC,41,Arizona St,20,1
242,California,28,Utah,23,1
243,Washington St,51,Oregon,33,1
244,Air Force,28,Navy,14,1
245,Hawaii,38,Nevada,17,1
246,UNLV,45,Fresno St,20,1
247,Arkansas St,27,Ga Southern,26,1
248,Memphis,34,Temple,27,1
249,Louisiana Tech,55,WKU,52,1
250,Boston College,10,Clemson,56,1
251,Tulsa,43,SMU,40,1
252,New Mexico,21,Boise St,49,1
253,Old Dominion,36,Massachusetts,16,1
254,Akron,35,Miami OH,13,1
255,Buffalo,20,Kent,44,1
256,C Michigan,24,Ball St,21,1
257,Connecticut,20,Cincinnati,9,1
258,Duke,13,Army,6,1
259,E Michigan,20,Toledo,35,1
260,Georgia St,41,Texas St,21,1
261,Kentucky,20,Vanderbilt,13,1
262,Michigan St,14,BYU,31,1
263,North Carolina,3,Virginia Tech,34,1
264,Ohio,30,Bowling Green,24,1
265,Ohio St,38,Indiana,17,1
266,Penn St,38,Maryland,14,1
267,Pittsburgh,37,Georgia Tech,34,1
268,South Florida,38,East Carolina,22,1
269,Wake Forest,28,Syracuse,9,1
270,W Michigan,45,N Illinois,30,1
271,NC State,10,Notre Dame,3,1
272,Rutgers,0,Michigan,78,1
273,Miami FL,19,Florida St,20,1
274,Illinois,31,Purdue,34,1
275,Kansas St,44,Texas Tech,38,1
276,Mississippi St,14,Auburn,38,1
277,North Texas,38,Marshall,21,1
278,Oklahoma St,38,Iowa St,31,1
279,UT San Antonio,55,Southern Miss,32,1
280,Arkansas,30,Alabama,49,1
281,Oklahoma,45,Texas,40,0
282,Kansas,23,TCU,24,1
283,Minnesota,7,Iowa,14,1
284,Texas A&M,45,Tennessee,38,1
285,UTEP,21,Florida Intl,35,1
286,Utah,36,Arizona,23,1
287,Wyoming,35,Air Force,26,1
288,Arizona St,23,UCLA,20,1
289,Nevada,27,Fresno St,22,1
290,Oregon,21,Washington,70,1
291,Oregon St,47,California,44,1
292,San Diego St,26,UNLV,7,1
293,San Jose St,17,Hawaii,34,1
294,Stanford,16,Washington St,42,1
295,USC,21,Colorado,17,1
296,Navy,46,Houston,40,1
297,Colorado St,31,Utah St,24,1
298,FL Atlantic,23,Charlotte,28,1
299,South Carolina,14,Georgia,28,1
300,Louisville,24,Duke,14,1
301,Tulane,14,Memphis,24,1
302,BYU,28,Mississippi St,21,1
303,Fresno St,3,San Diego St,17,1
304,Akron,0,W Michigan,41,1
305,Buffalo,21,Ball St,31,1
306,Charlotte,26,Florida Intl,27,1
307,Clemson,24,NC State,17,1
308,Florida,40,Missouri,14,1
309,Florida St,17,Wake Forest,6,1
310,Georgia,16,Vanderbilt,17,1
311,Georgia Tech,35,Ga Southern,24,1
312,Indiana,22,Nebraska,27,1
313,Marshall,27,FL Atlantic,21,1
314,Maryland,10,Minnesota,31,1
315,Massachusetts,28,Louisiana Tech,56,1
316,Miami OH,18,Kent,14,1
317,Ohio,20,E Michigan,27,1
318,Rutgers,7,Illinois,24,1
319,South Florida,42,Connecticut,27,1
320,Syracuse,31,Virginia Tech,17,1
321,Toledo,42,Bowling Green,35,1
322,UCF,25,Temple,26,1
323,Virginia,31,Pittsburgh,45,1
324,Tennessee,10,Alabama,49,1
325,Notre Dame,10,Stanford,17,1
326,Purdue,35,Iowa,49,1
327,Miami FL,13,North Carolina,20,1
328,Michigan St,40,Northwestern,54,1
329,Arkansas St,17,South Alabama,7,1
330,Baylor,49,Kansas,7,1
331,Houston,38,Tulsa,31,1
332,LSU,45,Southern Miss,10,1
333,ULM,40,Texas St,34,1
334,New Mexico,45,Air Force,40,0
335,N Illinois,28,C Michigan,34,1
336,Oklahoma,38,Kansas St,17,1
337,Rice,13,UT San Antonio,14,1
338,Texas,27,Iowa St,6,1
339,Texas Tech,17,West Virginia,48,1
340,Troy,31,Georgia St,21,1
341,Arkansas,34,Mississippi,30,1
342,MTSU,43,WKU,44,1
343,Boise St,28,Colorado St,23,1
344,Colorado,40,Arizona St,16,1
345,Arizona,14,USC,48,1
346,Washington St,27,UCLA,21,1
347,Oregon St,14,Utah,19,1
348,Hawaii,38,UNLV,41,1
349,Wisconsin,23,Ohio St,30,1
350,San Jose St,14,Nevada,10,1
351,Virginia Tech,37,Miami FL,16,1
352,South Alabama,21,Troy,28,1
353,Boise St,28,BYU,27,1
354,Temple,46,South Florida,30,1
355,California,52,Oregon,49,1
356,Army,18,North Texas,35,1
357,Ball St,25,Akron,35,1
358,Boston College,20,Syracuse,28,1
359,Bowling Green,26,Miami OH,40,1
360,Cincinnati,31,East Carolina,19,1
361,Connecticut,16,UCF,24,1
362,Florida Intl,24,Louisiana Tech,44,1
363,Kent,10,Ohio,14,1
364,Kentucky,40,Mississippi St,38,1
365,Louisville,54,NC State,13,1
366,Marshall,24,Charlotte,27,1
367,Michigan,41,Illinois,8,1
368,South Carolina,34,Massachusetts,28,1
369,Toledo,31,C Michigan,17,1
370,W Michigan,45,E Michigan,31,1
371,Maryland,28,Michigan St,17,1
372,West Virginia,34,TCU,10,1
373,Virginia,14,North Carolina,35,1
374,Alabama,33,Texas A&M,14,1
375,Auburn,56,Arkansas,3,1
376,Kansas St,24,Texas,21,1
377,Minnesota,34,Rutgers,32,1
378,Missouri,45,MTSU,51,1
379,Nebraska,27,Purdue,14,1
380,N Illinois,44,Buffalo,7,1
381,Northwestern,24,Indiana,14,1
382,Tulsa,50,Tulane,27,1
383,UT San Antonio,49,UTEP,52,1
384,WKU,59,Old Dominion,24,1
385,Texas Tech,59,Oklahoma,66,1
386,SMU,38,Houston,16,1
387,LSU,38,Mississippi,21,1
388,Kansas,20,Oklahoma St,44,1
389,Iowa,9,Wisconsin,17,1
390,Air Force,27,Hawaii,34,1
391,New Mexico,59,ULM,17,1
392,New Mexico St,19,Ga Southern,22,1
393,Arizona St,32,Washington St,37,1
394,Nevada,34,Wyoming,42,1
395,Stanford,5,Colorado,10,1
396,UNLV,23,Colorado St,42,1
397,Washington,41,Oregon St,17,1
398,UCLA,45,Utah,52,1
399,Navy,42,Memphis,28,1
400,Penn St,24,Ohio St,21,1
401,Utah St,38,Fresno St,20,1
402,Buffalo,41,Akron,20,1
403,Pittsburgh,36,Virginia Tech,39,1
404,Toledo,26,Ohio,31,1
405,USC,45,California,24,1
406,Ga Southern,10,Appalachian St,34,1
407,South Florida,52,Navy,45,1
408,Utah St,13,San Diego St,40,1
409,Fresno St,21,Air Force,31,1
410,C Michigan,24,Kent,27,1
411,East Carolina,41,Connecticut,3,1
412,E Michigan,15,Miami OH,28,1
413,Florida Intl,35,MTSU,42,1
414,Florida,24,Georgia,10,0
415,Georgia Tech,38,Duke,35,1
416,Indiana,42,Maryland,36,1
417,NC State,14,Boston College,21,1
418,Notre Dame,30,Miami FL,27,1
419,Purdue,24,Penn St,62,1
420,Temple,34,Cincinnati,13,1
421,Virginia,25,Louisville,32,1
422,Wake Forest,13,Army,21,1
423,Florida St,34,Clemson,37,1
424,Michigan St,23,Michigan,32,1
425,South Carolina,24,Tennessee,21,1
426,FL Atlantic,3,WKU,52,1
427,Arkansas St,51,ULM,10,1
428,Houston,31,UCF,24,1
429,Illinois,17,Minnesota,40,1
430,Iowa St,26,Kansas St,31,1
431,Louisiana Tech,61,Rice,16,1
432,Memphis,30,Tulsa,59,1
433,Missouri,21,Kentucky,35,1
434,Oklahoma,56,Kansas,3,1
435,Oklahoma St,37,West Virginia,20,1
436,Mississippi,29,Auburn,40,1
437,South Alabama,13,Georgia St,10,1
438,Southern Miss,24,Marshall,14,1
439,TCU,24,Texas Tech,27,1
440,Texas A&M,52,New Mexico St,10,1
441,Tulane,31,SMU,35,1
442,UT San Antonio,31,North Texas,17,1
443,Wisconsin,23,Nebraska,17,1
444,Texas,35,Baylor,34,1
445,UTEP,21,Old Dominion,31,1
446,Utah,24,Washington,31,1
447,Oregon,54,Arizona St,35,1
448,Oregon St,31,Washington St,35,1
449,Arizona,10,Stanford,34,1
450,Ohio St,24,Northwestern,20,1
451,Hawaii,21,New Mexico,28,1
452,Wyoming,30,Boise St,28,1
453,San Jose St,30,UNLV,24,1
454,Ball St,20,W Michigan,52,1
455,N Illinois,45,Bowling Green,20,1
456,Akron,17,Toledo,48,1
457,Ohio,34,Buffalo,10,1
458,Iowa St,24,Oklahoma,34,1
459,Colorado,20,UCLA,10,1
460,Georgia St,16,Arkansas St,31,1
461,Connecticut,0,Temple,21,1
462,Miami OH,37,C Michigan,17,1
463,Boise St,45,San Jose St,31,1
464,UCF,37,Tulane,6,1
465,Appalachian St,35,Texas St,10,1
466,Army,12,Air Force,31,1
467,Boston College,7,Louisville,52,1
468,Cincinnati,3,BYU,20,1
469,Clemson,54,Syracuse,0,1
470,Duke,21,Virginia Tech,24,1
471,Kentucky,24,Georgia,27,1
472,Miami FL,51,Pittsburgh,28,1
473,Michigan,59,Maryland,3,1
474,North Carolina,48,Georgia Tech,20,1
475,Old Dominion,38,Marshall,14,1
476,Rutgers,27,Indiana,33,1
477,South Carolina,31,Missouri,21,1
478,Wake Forest,27,Virginia,20,1
479,West Virginia,48,Kansas,21,1
480,Penn St,41,Iowa,14,1
481,Navy,28,Notre Dame,27,0
482,NC State,20,Florida St,24,1
483,Auburn,23,Vanderbilt,16,1
484,ULM,42,South Alabama,35,1
485,MTSU,25,UT San Antonio,45,1
486,Minnesota,44,Purdue,31,1
487,Mississippi St,35,Texas A&M,28,1
488,North Texas,24,Louisiana Tech,45,1
489,Mississippi,37,Ga Southern,27,1
490,Rice,25,FL Atlantic,42,1
491,SMU,7,Memphis,51,1
492,Southern Miss,27,Charlotte,38,1
493,Texas Tech,37,Texas,45,1
494,Troy,52,Massachusetts,31,1
495,Tulsa,45,East Carolina,24,1
496,WKU,49,Florida Intl,21,1
497,LSU,0,Alabama,10,1
498,Illinois,31,Michigan St,27,1
499,Baylor,22,TCU,62,1
500,Kansas St,37,Oklahoma St,43,1
501,Northwestern,7,Wisconsin,21,1
502,Arkansas,31,Florida,10,1
503,Colorado St,37,Fresno St,0,1
504,New Mexico,35,Nevada,26,1
505,Wyoming,52,Utah St,28,1
506,California,27,Washington,66,1
507,Stanford,26,Oregon St,15,1
508,Washington St,69,Arizona,7,1
509,USC,45,Oregon,20,1
510,San Diego St,55,Hawaii,0,1
511,Ohio St,62,Nebraska,3,1
512,Ball St,41,E Michigan,48,1
513,Kent,21,W Michigan,37,1
514,Akron,28,Bowling Green,38,1
515,N Illinois,24,Toledo,31,1
516,Duke,28,North Carolina,27,1
517,Arizona St,26,Utah,49,1
518,Florida St,45,Boston College,7,1
519,Buffalo,24,Miami OH,35,1
520,Charlotte,21,Rice,22,1
521,Clemson,42,Pittsburgh,43,1
522,East Carolina,31,SMU,55,1
523,Florida,20,South Carolina,7,1
524,FL Atlantic,35,UTEP,31,1
525,Georgia,13,Auburn,7,1
526,Georgia St,23,ULM,37,1
527,Indiana,31,Penn St,45,1
528,Louisville,44,Wake Forest,12,1
529,Marshall,42,MTSU,17,1
530,Michigan St,49,Rutgers,0,1
531,Navy,42,Tulsa,40,1
532,Syracuse,20,NC State,35,1
533,Tennessee,49,Kentucky,36,1
534,UCF,24,Cincinnati,3,1
535,Virginia,14,Miami FL,34,1
536,Virginia Tech,20,Georgia Tech,30,1
537,Maryland,3,Ohio St,62,1
538,Purdue,17,Northwestern,45,1
539,Alabama,51,Mississippi St,3,1
540,Arkansas St,41,New Mexico St,22,1
541,Houston,30,Tulane,18,1
542,Kansas,24,Iowa St,31,1
543,Louisiana Tech,63,UT San Antonio,35,1
544,Memphis,42,South Florida,49,1
545,Missouri,26,Vanderbilt,17,1
546,Nebraska,24,Minnesota,17,1
547,Notre Dame,44,Army,6,0
548,Oklahoma St,45,Texas Tech,44,1
549,Old Dominion,51,Southern Miss,35,1
550,Texas,20,West Virginia,24,1
551,Troy,28,Appalachian St,24,1
552,WKU,45,North Texas,7,1
553,Wisconsin,48,Illinois,3,1
554,Texas A&M,28,Mississippi,29,1
555,Oklahoma,45,Baylor,24,1
556,Arkansas,10,LSU,38,1
557,Air Force,49,Colorado St,46,1
558,Arizona,24,Colorado,49,1
559,Utah St,21,New Mexico,24,1
560,UCLA,38,Oregon St,24,1
561,UNLV,69,Wyoming,66,1
562,Washington,13,USC,26,1
563,Washington St,56,California,21,1
564,Oregon,27,Stanford,52,1
565,Hawaii,16,Boise St,52,1
566,Iowa,14,Michigan,13,1
567,Nevada,16,San Diego St,46,1
568,Bowling Green,42,Kent,7,1
569,C Michigan,27,Ohio,20,1
570,E Michigan,24,N Illinois,31,1
571,Toledo,37,Ball St,19,1
572,Houston,36,Louisville,10,1
573,Troy,3,Arkansas St,35,1
574,Cincinnati,7,Memphis,34,1
575,Boise St,42,UNLV,25,1
576,LSU,10,Florida,16,1
577,East Carolina,31,Navy,66,1
578,Appalachian St,42,ULM,17,1
579,Boston College,30,Connecticut,0,1
580,Charlotte,31,MTSU,38,1
581,Florida Intl,31,Marshall,14,1
582,FL Atlantic,24,Old Dominion,42,1
583,Georgia St,30,Ga Southern,24,1
584,Georgia Tech,31,Virginia,17,1
585,Michigan,20,Indiana,10,1
586,NC State,13,Miami FL,27,1
587,Notre Dame,31,Virginia Tech,34,1
588,Pittsburgh,56,Duke,14,1
589,Rutgers,0,Penn St,39,1
590,Tennessee,63,Missouri,37,1
591,UCF,20,Tulsa,35,1
592,W Michigan,38,Buffalo,0,1
593,Wake Forest,13,Clemson,35,1
594,Michigan St,16,Ohio St,17,1
595,West Virginia,28,Oklahoma,56,1
596,Syracuse,14,Florida St,45,1
597,Purdue,20,Wisconsin,49,1
598,Baylor,21,Kansas St,42,1
599,Iowa St,66,Texas Tech,10,1
600,Kansas,24,Texas,21,1
601,Mississippi St,42,Arkansas,58,1
602,Nebraska,28,Maryland,7,1
603,North Texas,29,Southern Miss,23,1
604,Rice,44,UTEP,24,1
605,SMU,27,South Florida,35,1
606,Texas A&M,23,UT San Antonio,10,1
607,Tulane,0,Temple,31,1
608,Illinois,0,Iowa,28,1
609,Vanderbilt,38,Mississippi,17,1
610,TCU,6,Oklahoma St,31,1
611,Minnesota,29,Northwestern,12,1
612,BYU,51,Massachusetts,9,1
613,Colorado,38,Washington St,24,1
614,Colorado St,49,New Mexico,31,1
615,New Mexico St,50,Texas St,10,1
616,Utah,28,Oregon,30,1
617,Fresno St,13,Hawaii,14,1
618,Nevada,38,Utah St,37,1
619,Oregon St,42,Arizona,17,1
620,UCLA,14,USC,36,1
621,Washington,44,Arizona St,18,1
622,California,31,Stanford,45,1
623,Wyoming,34,San Diego St,33,1
624,San Jose St,38,Air Force,41,1
625,E Michigan,26,C Michigan,21,1
626,Miami OH,21,Ball St,20,1
627,Ohio,9,Akron,3,1
628,Texas A&M,39,LSU,54,1
629,Bowling Green,27,Buffalo,19,1
630,Kent,21,N Illinois,31,1
631,North Carolina,21,NC State,28,1
632,W Michigan,55,Toledo,35,1
633,Iowa,40,Nebraska,10,1
634,Tulsa,40,Cincinnati,37,1
635,Texas,9,TCU,31,1
636,Memphis,48,Houston,44,1
637,Texas Tech,54,Baylor,35,0
638,Arizona,56,Arizona St,35,1
639,Washington St,17,Washington,45,1
640,Air Force,27,Boise St,20,1
641,Missouri,28,Arkansas,24,1
642,Southern Miss,39,Louisiana Tech,24,1
643,Clemson,56,South Carolina,7,1
644,Connecticut,13,Tulane,38,1
645,Georgia,27,Georgia Tech,28,1
646,Indiana,26,Purdue,24,1
647,Louisville,38,Kentucky,41,1
648,Maryland,31,Rutgers,13,1
649,Miami FL,40,Duke,21,1
650,Old Dominion,42,Florida Intl,28,1
651,Pittsburgh,76,Syracuse,61,1
652,South Florida,48,UCF,31,1
653,Temple,37,East Carolina,10,1
654,Virginia Tech,52,Virginia,10,1
655,Wake Forest,14,Boston College,17,1
656,Penn St,45,Michigan St,12,1
657,Ohio St,30,Michigan,27,1
658,Marshall,6,WKU,60,1
659,Florida St,31,Florida,13,1
660,Alabama,30,Auburn,12,1
661,Iowa St,19,West Virginia,49,1
662,Kansas St,34,Kansas,19,1
663,MTSU,77,FL Atlantic,56,1
664,Northwestern,42,Illinois,21,1
665,Mississippi,20,Mississippi St,55,1
666,Texas St,7,Troy,40,1
667,UT San Antonio,33,Charlotte,14,1
668,Wisconsin,31,Minnesota,17,1
669,SMU,31,Navy,75,1
670,Vanderbilt,45,Tennessee,34,1
671,BYU,28,Utah St,10,1
672,New Mexico,56,Wyoming,35,1
673,New Mexico St,7,Appalachian St,37,1
674,UTEP,52,North Texas,24,1
675,Colorado,27,Utah,22,1
676,California,36,UCLA,10,1
677,Stanford,41,Rice,17,1
678,UNLV,10,Nevada,45,1
679,USC,45,Notre Dame,27,1
680,Oregon St,34,Oregon,24,1
681,Fresno St,14,San Jose St,16,1
682,Hawaii,46,Massachusetts,40,1
683,San Diego St,31,Colorado St,63,1
684,W Michigan,29,Ohio,23,0
685,Washington,41,Colorado,10,0
686,Ga Southern,28,Troy,24,1
687,West Virginia,24,Baylor,21,1
688,South Alabama,35,New Mexico St,28,1
689,TCU,6,Kansas St,30,1
690,Texas St,14,Arkansas St,36,1
691,Oklahoma,38,Oklahoma St,20,1
692,Navy,10,Temple,34,1
693,WKU,58,Louisiana Tech,44,1
694,Alabama,54,Florida,16,0
695,Clemson,42,Virginia Tech,35,0
696,Penn St,38,Wisconsin,31,0
697,Wyoming,24,San Diego St,27,1
698,Army,21,Navy,17,0
699,New Mexico,23,UT San Antonio,20,1
700,San Diego St,34,Houston,10,0
701,UCF,13,Arkansas St,31,1
702,Appalachian St,31,Toledo,28,0
703,Tulsa,55,C Michigan,10,0
704,WKU,51,Memphis,31,0
705,BYU,24,Wyoming,21,0
706,Old Dominion,24,E Michigan,20,0
707,Louisiana Tech,48,Navy,45,0
708,Troy,28,Ohio,23,0
709,Hawaii,52,MTSU,35,1
710,Mississippi St,17,Miami OH,16,0
711,Boston College,36,Maryland,30,0
712,NC State,41,Vanderbilt,17,0
713,Army,38,North Texas,31,0
714,Wake Forest,34,Temple,26,0
715,Minnesota,17,Washington St,12,0
716,Baylor,31,Boise St,12,0
717,Northwestern,31,Pittsburgh,24,0
718,Miami FL,31,West Virginia,14,0
719,Utah,26,Indiana,24,0
720,Texas A&M,28,Kansas St,33,1
721,South Florida,46,South Carolina,39,0
722,Virginia Tech,35,Arkansas,24,0
723,Oklahoma St,38,Colorado,8,0
724,Georgia,31,TCU,23,0
725,Stanford,25,North Carolina,23,0
726,Tennessee,38,Nebraska,24,1
727,Air Force,45,South Alabama,21,0
728,Florida St,33,Michigan,32,0
