,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
53,Wisconsin,35,Oregon St,0,1
54,UCF,30,Boston College,3,1
55,Auburn,41,Mississippi St,34,1
56,Florida,39,UAB,0,1
57,Colorado,33,California,36,1
58,Air Force,19,TCU,35,1
59,Tulane,3,Tulsa,31,1
60,UCLA,27,San Jose St,17,1
61,Vanderbilt,24,Connecticut,21,1
62,South Florida,37,Ball St,7,1
63,Marshall,26,Southern Miss,20,1
64,Nebraska,42,Fresno St,29,1
65,Minnesota,21,New Mexico St,28,1
66,Michigan St,44,FL Atlantic,0,1
67,MTSU,21,Georgia Tech,49,1
68,Oregon,69,Nevada,20,1
69,Penn St,11,Alabama,27,1
70,Rice,24,Purdue,22,1
71,Ohio St,27,Toledo,22,1
72,North Texas,23,Houston,48,1
73,North Carolina,24,Rutgers,22,1
74,Georgia,42,South Carolina,45,1
75,Texas,17,BYU,16,1
76,Tennessee,45,Cincinnati,23,1
77,WKU,14,Navy,40,1
78,Washington St,59,UNLV,7,1
79,Wake Forest,34,NC State,27,1
80,Washington,40,Hawaii,32,1
81,Indiana,31,Virginia,34,1
82,Kansas,45,N Illinois,42,1
83,Iowa St,44,Iowa,41,1
84,Kentucky,27,C Michigan,13,1
85,Michigan,35,Notre Dame,31,1
86,Mississippi St,6,LSU,19,1
87,Connecticut,20,Iowa St,24,1
88,Toledo,15,Boise St,40,1
89,Colorado,28,Colorado St,14,0
90,Vanderbilt,30,Mississippi,7,1
91,UCLA,20,Texas,49,1
92,Tulsa,33,Oklahoma St,59,1
93,Cincinnati,59,Akron,14,1
94,Clemson,38,Auburn,24,1
95,BYU,10,Utah,54,1
96,Florida,33,Tennessee,23,1
97,Bowling Green,27,Wyoming,28,1
98,Boston College,19,Duke,20,1
99,Ball St,28,Buffalo,25,1
100,Florida St,13,Oklahoma,23,1
101,UAB,10,Tulane,49,1
102,Wisconsin,49,N Illinois,7,0
103,USC,38,Syracuse,17,1
104,South Carolina,24,Navy,21,1
105,San Jose St,14,Nevada,17,1
106,Alabama,41,North Texas,0,1
107,Arkansas,38,Troy,28,1
108,Army,21,Northwestern,14,1
109,Arizona,10,Stanford,37,1
110,Nebraska,51,Washington,38,1
111,New Mexico,13,Texas Tech,59,1
112,UNLV,40,Hawaii,20,1
113,Michigan,31,E Michigan,3,1
114,Minnesota,29,Miami OH,23,1
115,Maryland,31,West Virginia,37,1
116,Miami FL,24,Ohio St,6,1
117,Florida Intl,17,UCF,10,1
118,Louisiana Tech,34,Houston,35,1
119,NC State,35,South Alabama,13,1
120,North Carolina,28,Virginia,17,1
121,New Mexico St,10,UTEP,16,1
122,Ohio,44,Marshall,7,1
123,Notre Dame,31,Michigan St,13,1
124,San Diego St,42,Washington St,24,1
125,Kentucky,17,Louisville,24,1
126,Kansas St,37,Kent,0,1
127,Illinois,17,Arizona St,14,1
128,Iowa,31,Pittsburgh,27,1
129,Virginia Tech,26,Arkansas St,7,1
130,W Michigan,44,C Michigan,14,1
131,TCU,38,ULM,17,1
132,Temple,10,Penn St,14,1
133,Georgia Tech,66,Kansas,24,1
134,Georgia,59,Coastal Car,0,1
135,Cincinnati,44,NC State,14,1
136,BYU,24,UCF,17,1
137,Clemson,35,Florida St,30,1
138,Baylor,56,Rice,31,1
139,Boston College,45,Massachusetts,17,1
140,Utah St,34,Colorado St,35,1
141,Texas Tech,35,Nevada,34,1
142,Arizona St,43,USC,22,1
143,Alabama,38,Arkansas,14,1
144,San Jose St,34,New Mexico,24,1
145,South Carolina,21,Vanderbilt,3,1
146,Wyoming,14,Nebraska,38,1
147,Duke,48,Tulane,27,1
148,East Carolina,28,UAB,23,1
149,Buffalo,3,Connecticut,17,1
150,Ball St,48,Army,21,1
151,Boise St,41,Tulsa,21,1
152,Auburn,30,FL Atlantic,14,1
153,Ohio St,37,Colorado,17,1
154,Oklahoma,38,Missouri,28,1
155,Penn St,34,E Michigan,6,1
156,Oregon St,19,UCLA,27,1
157,Rutgers,38,Ohio,26,1
158,Pittsburgh,12,Notre Dame,15,1
159,North Texas,24,Indiana,21,1
160,Marshall,10,Virginia Tech,30,1
161,South Florida,52,UTEP,24,1
162,Miami FL,24,Kansas St,28,1
163,Memphis,0,SMU,42,1
164,Miami OH,23,Bowling Green,37,1
165,Maryland,7,Temple,38,1
166,Mississippi,13,Georgia,27,1
167,Michigan,28,San Diego St,7,1
168,Michigan St,45,C Michigan,7,1
169,Mississippi St,26,Louisiana Tech,20,1
170,Georgia Tech,35,North Carolina,28,1
171,Texas A&M,29,Oklahoma St,30,1
172,Syracuse,33,Toledo,30,1
173,West Virginia,21,LSU,47,1
174,Houston,56,Georgia St,0,1
175,Troy,38,MTSU,35,1
176,Virginia,24,Southern Miss,30,1
177,Washington,31,California,23,1
178,Iowa,45,ULM,17,1
179,Illinois,23,W Michigan,20,1
180,Kentucky,10,Florida,48,1
181,Kent,33,South Alabama,25,1
182,Arizona,31,Oregon,56,1
183,Pittsburgh,44,South Florida,17,1
184,UTEP,42,Houston,49,1
185,BYU,27,Utah St,24,1
186,C Michigan,48,N Illinois,41,1
187,Colorado,27,Washington St,31,1
188,Boston College,19,Wake Forest,27,1
189,Fresno St,28,Mississippi,38,1
190,Florida,10,Alabama,38,1
191,Colorado St,31,San Jose St,38,1
192,Connecticut,31,W Michigan,38,1
193,Utah,14,Washington,31,1
194,Tulsa,41,North Texas,24,1
195,Arizona St,35,Oregon St,20,1
196,Army,45,Tulane,6,1
197,South Carolina,13,Auburn,16,1
198,USC,48,Arizona,41,1
199,Boise St,30,Nevada,10,1
200,E Michigan,31,Akron,23,1
201,East Carolina,20,North Carolina,35,1
202,Wisconsin,48,Nebraska,17,1
203,Purdue,10,Notre Dame,38,1
204,Oklahoma,62,Ball St,6,1
205,NC State,35,Georgia Tech,45,1
206,New Mexico,28,New Mexico St,42,1
207,Ohio St,7,Michigan St,10,1
208,Ohio,17,Kent,10,1
209,Navy,34,Air Force,35,1
210,Michigan,58,Minnesota,0,1
211,MTSU,38,Memphis,31,1
212,Miami OH,0,Cincinnati,27,1
213,Florida Intl,27,Duke,31,1
214,Louisville,13,Marshall,17,1
215,Louisiana Tech,26,Hawaii,44,1
216,LSU,35,Kentucky,7,1
217,Southern Miss,48,Rice,24,1
218,Kansas St,36,Baylor,35,1
219,Kansas,34,Texas Tech,45,1
220,Iowa St,14,Texas,37,1
221,Illinois,38,Northwestern,35,1
222,Indiana,10,Penn St,16,1
223,Virginia Tech,3,Clemson,23,1
224,Troy,24,UAB,23,1
225,West Virginia,55,Bowling Green,10,1
226,WKU,22,Arkansas St,26,1
227,TCU,33,SMU,40,1
228,Tennessee,41,Buffalo,10,1
229,Syracuse,16,Rutgers,19,1
230,Temple,13,Toledo,36,1
231,Stanford,45,UCLA,19,1
232,Arkansas,42,Texas A&M,38,0
233,Georgia,24,Mississippi St,10,1
234,MTSU,33,WKU,36,1
235,Oregon,43,California,15,1
236,Fresno St,7,Boise St,57,1
237,Baylor,49,Iowa St,26,1
238,Clemson,36,Boston College,14,1
239,BYU,29,San Jose St,16,1
240,UCLA,28,Washington St,25,1
241,Tulane,34,Syracuse,37,1
242,Utah,14,Arizona St,35,1
243,Utah St,63,Wyoming,19,1
244,Texas Tech,40,Texas A&M,45,1
245,Toledo,54,E Michigan,16,1
246,Buffalo,38,Ohio,37,1
247,UAB,3,Mississippi St,21,1
248,UCF,16,Marshall,6,1
249,Ball St,0,Temple,42,1
250,South Carolina,54,Kentucky,3,1
251,Akron,17,Florida Intl,27,1
252,Alabama,34,Vanderbilt,0,1
253,Arkansas,38,Auburn,14,1
254,Oklahoma,55,Texas,17,0
255,Oklahoma St,70,Kansas,28,1
256,Oregon St,37,Arizona,27,1
257,Penn St,13,Iowa,3,1
258,Purdue,45,Minnesota,17,1
259,Rice,28,Memphis,6,1
260,Rutgers,34,Pittsburgh,10,1
261,San Diego St,14,TCU,27,1
262,Notre Dame,59,Air Force,33,1
263,N Illinois,40,Kent,10,1
264,Northwestern,24,Michigan,42,1
265,ULM,19,Arkansas St,24,1
266,NC State,38,C Michigan,24,1
267,North Carolina,14,Louisville,7,1
268,North Texas,31,FL Atlantic,17,1
269,Navy,35,Southern Miss,63,1
270,Nebraska,34,Ohio St,27,1
271,Nevada,37,UNLV,0,1
272,LSU,41,Florida,11,1
273,Miami OH,35,Army,28,1
274,Georgia Tech,21,Maryland,16,1
275,Stanford,48,Colorado,7,1
276,Tennessee,12,Georgia,20,1
277,Houston,56,East Carolina,3,1
278,W Michigan,45,Bowling Green,21,1
279,West Virginia,43,Connecticut,16,1
280,Virginia Tech,38,Miami FL,35,1
281,Wake Forest,35,Florida St,30,1
282,Indiana,20,Illinois,41,1
283,Kansas St,24,Missouri,17,1
284,California,9,USC,30,1
285,Air Force,27,San Diego St,41,1
286,San Jose St,28,Hawaii,27,1
287,C Michigan,28,E Michigan,35,1
288,Cincinnati,25,Louisville,16,1
289,Bowling Green,21,Toledo,28,1
290,Fresno St,31,Utah St,21,1
291,Tulane,7,UTEP,44,1
292,Texas Tech,34,Kansas St,41,1
293,Colorado St,13,Boise St,63,1
294,Connecticut,16,South Florida,10,1
295,Vanderbilt,28,Georgia,33,1
296,Tulsa,37,UAB,20,1
297,Auburn,17,Florida,6,1
298,SMU,38,UCF,17,1
299,Wisconsin,59,Indiana,7,1
300,Wyoming,41,UNLV,14,1
301,Duke,16,Florida St,41,1
302,Memphis,17,East Carolina,35,1
303,Maryland,45,Clemson,56,1
304,Marshall,24,Rice,20,1
305,FL Atlantic,0,WKU,20,1
306,Nevada,49,New Mexico,7,1
307,Missouri,52,Iowa St,17,1
308,Michigan St,28,Michigan,14,1
309,Mississippi,7,Alabama,52,1
310,Mississippi St,12,South Carolina,14,1
311,North Carolina,24,Miami FL,30,1
312,N Illinois,51,W Michigan,22,1
313,Ohio,20,Ball St,23,1
314,Rutgers,21,Navy,20,1
315,Penn St,23,Purdue,18,1
316,Pittsburgh,14,Utah,26,1
317,Oregon St,28,BYU,38,1
318,Oregon,41,Arizona St,27,1
319,Kansas,17,Oklahoma,47,1
320,Kent,3,Miami OH,9,1
321,Illinois,7,Ohio St,17,1
322,Iowa,41,Northwestern,31,1
323,Wake Forest,17,Virginia Tech,38,1
324,Virginia,24,Georgia Tech,21,1
325,Washington,52,Colorado,24,1
326,Washington St,14,Stanford,44,1
327,Troy,10,ULM,38,1
328,Tennessee,7,LSU,38,1
329,Temple,34,Buffalo,0,1
330,Texas A&M,55,Baylor,28,1
331,Texas,26,Oklahoma St,38,1
332,Arkansas St,34,Florida Intl,16,1
333,Arizona,48,UCLA,12,1
334,UAB,26,UCF,24,1
335,Louisville,16,Rutgers,14,1
336,Syracuse,49,West Virginia,23,1
337,FL Atlantic,14,MTSU,38,1
338,South Florida,34,Cincinnati,37,1
339,LSU,45,Auburn,10,1
340,Miami FL,24,Georgia Tech,7,1
341,Mississippi,24,Arkansas,29,1
342,Minnesota,14,Nebraska,41,1
343,Michigan St,37,Wisconsin,31,1
344,Missouri,24,Oklahoma St,45,1
345,Navy,35,East Carolina,38,1
346,Nevada,45,Fresno St,38,1
347,Oklahoma,38,Texas Tech,41,1
348,Oregon St,44,Washington St,21,0
349,Rice,20,Tulsa,38,1
350,Purdue,21,Illinois,14,1
351,Northwestern,24,Penn St,34,1
352,North Texas,38,ULM,21,1
353,Alabama,37,Tennessee,6,1
354,Akron,20,Ohio,37,1
355,Duke,23,Wake Forest,24,1
356,Buffalo,30,N Illinois,31,1
357,Ball St,31,C Michigan,27,1
358,Florida St,41,Maryland,16,1
359,Boise St,37,Air Force,26,1
360,Tulane,17,Memphis,33,1
361,Utah St,17,Louisiana Tech,24,1
362,Clemson,59,North Carolina,38,1
363,Toledo,49,Miami OH,28,1
364,E Michigan,14,W Michigan,10,1
365,Bowling Green,13,Temple,10,1
366,Colorado,2,Oregon,45,1
367,California,34,Utah,10,1
368,Stanford,65,Washington,21,1
369,Hawaii,45,New Mexico St,34,1
370,Virginia,14,NC State,28,1
371,TCU,69,New Mexico,0,1
372,Vanderbilt,44,Army,21,1
373,Virginia Tech,30,Boston College,14,1
374,Iowa St,17,Texas A&M,33,1
375,Iowa,45,Indiana,24,1
376,Houston,63,Marshall,28,1
377,UTEP,31,Colorado St,17,1
378,Southern Miss,27,SMU,3,1
379,Kansas,21,Kansas St,59,1
380,Notre Dame,17,USC,31,1
381,Florida Intl,23,Troy,20,1
382,Pittsburgh,35,Connecticut,20,1
383,Miami FL,21,Virginia,28,1
384,Houston,73,Rice,34,1
385,TCU,38,BYU,28,0
386,UTEP,13,Southern Miss,31,1
387,W Michigan,45,Ball St,35,1
388,Washington,42,Arizona,31,1
389,Kansas St,17,Oklahoma,58,1
390,Kent,27,Bowling Green,15,1
391,Kentucky,16,Mississippi St,28,1
392,Indiana,38,Northwestern,59,1
393,Tennessee,3,South Carolina,14,1
394,Texas A&M,31,Missouri,38,1
395,Texas,43,Kansas,0,1
396,Georgia Tech,31,Clemson,17,1
397,Miami OH,41,Buffalo,13,1
398,Marshall,59,UAB,14,1
399,Maryland,17,Boston College,28,1
400,Louisville,27,Syracuse,10,1
401,Louisiana Tech,38,San Jose St,28,1
402,UNLV,38,Colorado St,35,1
403,Nebraska,24,Michigan St,3,1
404,New Mexico,0,Air Force,42,1
405,Minnesota,22,Iowa,21,1
406,Michigan,36,Purdue,14,1
407,Rutgers,31,West Virginia,41,1
408,San Diego St,27,Wyoming,30,1
409,Penn St,10,Illinois,7,1
410,Oklahoma St,59,Baylor,24,1
411,Oregon,43,Washington St,28,1
412,Ohio St,33,Wisconsin,29,1
413,Notre Dame,56,Navy,14,1
414,ULM,28,WKU,31,1
415,New Mexico St,34,Nevada,48,1
416,North Carolina,49,Wake Forest,24,1
417,Texas Tech,7,Iowa St,41,1
418,Vanderbilt,28,Arkansas,31,1
419,Utah,27,Oregon St,8,1
420,Tulsa,38,SMU,7,1
421,UCLA,31,California,14,1
422,UCF,41,Memphis,0,1
423,Florida St,34,NC State,0,1
424,Auburn,41,Mississippi,23,1
425,Duke,10,Virginia Tech,14,1
426,East Carolina,34,Tulane,13,1
427,Akron,22,C Michigan,23,1
428,USC,48,Stanford,56,1
429,Arizona St,48,Colorado,14,1
430,Arkansas St,37,North Texas,14,1
431,Georgia,24,Florida,20,0
432,Toledo,60,N Illinois,63,1
433,Ohio,35,Temple,31,1
434,Miami OH,35,Akron,3,1
435,Boston College,7,Florida St,38,1
436,UCF,17,Tulsa,24,1
437,Kent,24,C Michigan,21,1
438,Colorado,17,USC,42,1
439,Kentucky,30,Mississippi,13,1
440,Iowa,24,Michigan,16,1
441,Iowa St,13,Kansas,10,1
442,Washington,17,Oregon,34,1
443,Wake Forest,17,Notre Dame,24,1
444,WKU,10,Florida Intl,9,1
445,West Virginia,35,Louisville,38,1
446,Hawaii,31,Utah St,35,1
447,Georgia,63,New Mexico St,16,1
448,Texas,52,Texas Tech,20,1
449,Tennessee,24,MTSU,0,1
450,Baylor,42,Missouri,39,1
451,E Michigan,31,Ball St,33,1
452,Florida,26,Vanderbilt,21,1
453,Fresno St,21,Louisiana Tech,41,1
454,California,30,Washington St,7,1
455,Connecticut,28,Syracuse,21,1
456,Air Force,24,Army,14,1
457,UCLA,29,Arizona St,28,1
458,Arkansas,44,South Carolina,28,1
459,Alabama,6,LSU,9,1
460,Arizona,21,Utah,34,1
461,SMU,45,Tulane,24,1
462,East Carolina,28,Southern Miss,48,1
463,Wisconsin,62,Purdue,17,1
464,Wyoming,20,TCU,31,1
465,UAB,13,Houston,56,1
466,Miami FL,49,Duke,14,1
467,Maryland,13,Virginia,31,1
468,FL Atlantic,21,Arkansas St,39,1
469,Michigan St,31,Minnesota,24,1
470,Nebraska,25,Northwestern,28,1
471,Navy,42,Troy,14,1
472,Oklahoma,41,Texas A&M,25,1
473,Ohio St,34,Indiana,20,1
474,UNLV,21,Boise St,48,1
475,NC State,13,North Carolina,0,1
476,Oklahoma St,52,Kansas St,45,1
477,Oregon St,13,Stanford,38,1
478,Pittsburgh,23,Cincinnati,26,1
479,San Diego St,35,New Mexico,7,1
480,Rutgers,20,South Florida,17,1
481,Rice,41,UTEP,37,1
482,Toledo,66,W Michigan,63,1
483,Bowling Green,14,N Illinois,45,1
484,Temple,24,Miami OH,21,1
485,C Michigan,28,Ohio,43,1
486,Georgia Tech,26,Virginia Tech,37,1
487,Tulane,17,Houston,73,1
488,Syracuse,17,South Florida,37,1
489,Stanford,30,Oregon,53,1
490,Georgia,45,Auburn,7,1
491,UTEP,22,East Carolina,17,1
492,Troy,33,North Texas,38,1
493,Washington St,37,Arizona St,27,1
494,Virginia,31,Duke,21,1
495,Iowa,21,Michigan St,37,1
496,Illinois,14,Michigan,31,1
497,Southern Miss,30,UCF,29,1
498,Kansas St,53,Texas A&M,50,1
499,Kansas,30,Baylor,31,1
500,California,23,Oregon St,6,1
501,Colorado,48,Arizona,29,1
502,Cincinnati,21,West Virginia,24,1
503,Clemson,31,Wake Forest,28,1
504,Boston College,14,NC State,10,1
505,Texas Tech,6,Oklahoma St,66,1
506,Air Force,17,Wyoming,25,1
507,Colorado St,15,San Diego St,18,1
508,Tulsa,59,Marshall,17,1
509,Utah,31,UCLA,6,1
510,Vanderbilt,38,Kentucky,8,1
511,Utah St,34,San Jose St,33,1
512,Boise St,35,TCU,36,1
513,Florida St,23,Miami FL,19,1
514,E Michigan,30,Buffalo,17,1
515,SMU,17,Navy,24,1
516,USC,40,Washington,17,1
517,South Carolina,17,Florida,12,1
518,Akron,3,Kent,35,1
519,Arkansas,49,Tennessee,7,1
520,Rutgers,27,Army,12,0
521,Purdue,26,Ohio St,23,1
522,Penn St,14,Nebraska,17,1
523,ULM,42,MTSU,14,1
524,New Mexico St,48,Fresno St,45,1
525,Northwestern,28,Rice,6,1
526,Missouri,17,Texas,5,1
527,New Mexico,21,UNLV,14,1
528,Nevada,42,Hawaii,28,1
529,Mississippi,7,Louisiana Tech,27,1
530,Mississippi St,7,Alabama,24,1
531,Minnesota,13,Wisconsin,42,1
532,Louisville,14,Pittsburgh,21,1
533,Florida Intl,41,FL Atlantic,7,1
534,LSU,42,WKU,9,1
535,Notre Dame,45,Maryland,21,0
536,Memphis,35,UAB,41,1
537,N Illinois,41,Ball St,38,1
538,Miami OH,21,W Michigan,24,1
539,Bowling Green,28,Ohio,29,1
540,Virginia Tech,24,North Carolina,21,1
541,UAB,34,Southern Miss,31,1
542,Memphis,22,Marshall,23,1
543,C Michigan,17,Toledo,44,1
544,Iowa St,37,Oklahoma St,31,1
545,BYU,42,New Mexico St,7,1
546,Baylor,45,Oklahoma,38,1
547,UCLA,45,Colorado,6,1
548,Air Force,45,UNLV,17,1
549,Connecticut,20,Louisville,34,1
550,Arkansas,44,Mississippi St,17,0
551,Arizona St,27,Arizona,31,1
552,Alabama,45,Ga Southern,21,1
553,East Carolina,38,UCF,31,1
554,Wyoming,31,New Mexico,10,1
555,Duke,31,Georgia Tech,38,1
556,Florida St,13,Virginia,14,1
557,Buffalo,51,Akron,10,1
558,South Florida,3,Miami FL,6,1
559,Mississippi,3,LSU,52,1
560,MTSU,19,Arkansas St,45,1
561,Michigan,45,Nebraska,17,1
562,Michigan St,55,Indiana,3,1
563,Nevada,20,Louisiana Tech,24,1
564,Missouri,31,Texas Tech,27,1
565,Northwestern,28,Minnesota,13,1
566,Ohio St,14,Penn St,20,1
567,Notre Dame,16,Boston College,14,1
568,NC State,37,Clemson,13,1
569,ULM,17,Florida Intl,28,1
570,North Texas,21,WKU,31,1
571,Oregon St,38,Washington,21,1
572,Oregon,35,USC,38,1
573,Purdue,21,Iowa,31,1
574,Rice,19,Tulane,7,1
575,Rutgers,20,Cincinnati,3,1
576,San Diego St,35,Boise St,52,1
577,San Jose St,27,Navy,24,1
578,Wake Forest,31,Maryland,10,1
579,Washington St,27,Utah,30,1
580,Troy,34,FL Atlantic,7,1
581,UTEP,28,Tulsa,57,1
582,TCU,34,Colorado St,10,1
583,Kent,28,E Michigan,22,1
584,Illinois,17,Wisconsin,28,1
585,Houston,37,SMU,7,1
586,Hawaii,21,Fresno St,24,1
587,Texas,13,Kansas St,17,1
588,Texas A&M,61,Kansas,7,1
589,Georgia,19,Kentucky,10,1
590,Stanford,31,California,28,1
591,Temple,42,Army,14,1
592,Tennessee,27,Vanderbilt,21,1
593,Ohio,21,Miami OH,14,1
594,Texas A&M,25,Texas,27,1
595,Temple,34,Kent,16,1
596,West Virginia,21,Pittsburgh,20,1
597,W Michigan,68,Akron,19,1
598,N Illinois,18,E Michigan,12,1
599,South Florida,24,Louisville,34,1
600,Buffalo,28,Bowling Green,42,1
601,Ball St,28,Toledo,45,1
602,LSU,41,Arkansas,17,1
603,Miami FL,17,Boston College,24,1
604,Nebraska,20,Iowa,7,1
605,UCF,31,UTEP,14,1
606,Arizona St,38,California,47,1
607,Utah,14,Colorado,17,1
608,Tulsa,16,Houston,48,1
609,Louisiana Tech,44,New Mexico St,0,1
610,FL Atlantic,38,UAB,35,1
611,Marshall,34,East Carolina,27,1
612,Michigan,40,Ohio St,34,1
613,Mississippi St,31,Mississippi,3,1
614,UNLV,14,San Diego St,31,1
615,MTSU,18,Florida Intl,31,1
616,Minnesota,27,Illinois,7,1
617,Northwestern,17,Michigan St,31,1
618,NC State,56,Maryland,41,1
619,North Carolina,37,Duke,21,1
620,Oregon,49,Oregon St,21,1
621,Boise St,36,Wyoming,14,1
622,Wisconsin,45,Penn St,7,1
623,South Carolina,34,Clemson,13,1
624,USC,50,UCLA,0,1
625,SMU,27,Rice,24,1
626,Auburn,14,Alabama,42,1
627,Connecticut,40,Rutgers,22,1
628,Utah St,21,Nevada,17,1
629,Florida,7,Florida St,21,1
630,Fresno St,24,San Jose St,27,1
631,Baylor,66,Texas Tech,42,0
632,Colorado St,21,Air Force,45,1
633,WKU,41,Troy,18,1
634,Washington,38,Washington St,21,1
635,Wake Forest,7,Vanderbilt,41,1
636,Virginia,0,Virginia Tech,38,1
637,Indiana,25,Purdue,33,1
638,Kentucky,10,Tennessee,7,1
639,Missouri,24,Kansas,10,0
640,Southern Miss,44,Memphis,7,1
641,Syracuse,13,Cincinnati,30,1
642,Stanford,28,Notre Dame,14,1
643,Hawaii,35,Tulane,23,1
644,Georgia Tech,17,Georgia,31,1
645,Oklahoma,26,Iowa St,6,1
646,South Florida,27,West Virginia,30,1
647,N Illinois,23,Ohio,20,0
648,Oregon,49,UCLA,31,1
649,FL Atlantic,0,ULM,26,1
650,Oklahoma St,44,Oklahoma,10,1
651,Pittsburgh,33,Syracuse,20,1
652,San Diego St,35,Fresno St,28,1
653,New Mexico St,21,Utah St,24,1
654,North Texas,59,MTSU,7,1
655,Cincinnati,35,Connecticut,27,1
656,Baylor,48,Texas,24,1
657,Colorado St,19,Wyoming,22,1
658,Arkansas St,45,Troy,14,1
659,Boise St,45,New Mexico,0,1
660,Hawaii,20,BYU,41,1
661,TCU,56,UNLV,9,1
662,Kansas St,30,Iowa St,23,1
663,Houston,28,Southern Miss,49,1
664,LSU,42,Georgia,10,0
665,Clemson,38,Virginia Tech,10,0
666,Wisconsin,42,Michigan St,39,0
667,Navy,27,Army,21,1
668,Ohio,24,Utah St,23,0
669,Temple,37,Wyoming,15,0
670,Marshall,20,Florida Intl,10,0
671,TCU,31,Louisiana Tech,24,0
672,Boise St,56,Arizona St,24,0
673,Southern Miss,24,Nevada,17,0
674,Missouri,41,North Carolina,24,0
675,NC State,31,Louisville,24,0
676,Purdue,37,W Michigan,32,0
677,Texas,21,California,10,0
678,Toledo,42,Air Force,41,0
679,Baylor,67,Washington,56,0
680,Florida St,18,Notre Dame,14,0
681,Mississippi St,23,Wake Forest,17,0
682,Oklahoma,31,Iowa,14,0
683,Rutgers,27,Iowa St,13,0
684,BYU,24,Tulsa,21,0
685,Auburn,43,Virginia,24,0
686,Texas A&M,33,Northwestern,22,0
687,Illinois,20,UCLA,14,0
688,Utah,30,Georgia Tech,27,0
689,Cincinnati,31,Vanderbilt,24,0
690,Florida,24,Ohio St,17,0
691,Michigan St,33,Georgia,30,0
692,Houston,30,Penn St,14,0
693,Oregon,45,Wisconsin,38,0
694,South Carolina,30,Nebraska,13,0
695,Oklahoma St,41,Stanford,38,0
696,Michigan,23,Virginia Tech,20,0
697,West Virginia,70,Clemson,33,0
698,Arkansas,29,Kansas St,16,0
699,SMU,28,Pittsburgh,6,0
700,N Illinois,38,Arkansas St,20,0
701,Alabama,21,LSU,0,0
